objectid,settlementId,settlementNameHeb,settlementNameEng,streetCode,streetNameHeb,streetNameEng,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,sourceorder,E,N,X,Y,socio_index_avg,socio_rank_avg,socio_cluster_mode,cnt_community_place_of_worship_r500m,cnt_education_childcare_r500m,cnt_education_college_r1500m,cnt_education_cooking_school_r1000m,cnt_education_driving_school_r1000m,cnt_education_education_r1000m,cnt_education_flight_school_r2000m,cnt_education_kindergarten_r500m,cnt_education_language_school_r1000m,cnt_education_music_school_r800m,cnt_education_nursing_home_r1000m,cnt_education_prep_school_r800m,cnt_education_preschool_r500m,cnt_education_school_r800m,cnt_education_trade_school_r1500m,cnt_education_university_r2000m,cnt_employment_association_r1500m,cnt_employment_company_r1500m,cnt_employment_conference_centre_r2000m,cnt_employment_coworking_space_r1500m,cnt_employment_exhibition_centre_r2000m,cnt_employment_factory_r1000m,cnt_employment_landuse_commercial_r1500m,cnt_employment_landuse_industrial_r1000m,cnt_employment_landuse_retail_r1000m,cnt_employment_marketplace_r1000m,cnt_employment_office_r1500m,cnt_employment_social_centre_r1000m,cnt_food_bar_r500m,cnt_food_cafe_r500m,cnt_food_fast_food_r500m,cnt_food_ice_cream_r500m,cnt_food_pub_r500m,cnt_food_restaurant_r500m,cnt_health_clinic_r1000m,cnt_health_dentist_r800m,cnt_health_doctors_r800m,cnt_health_first_aid_r1000m,cnt_health_hospital_r2500m,cnt_health_pharmacy_r500m,cnt_health_social_facility_r1000m,cnt_health_veterinary_r1000m,cnt_historic_archaeological_site_r2000m,cnt_historic_castle_r2000m,cnt_historic_memorial_r1000m,cnt_historic_monument_r1000m,cnt_historic_ruins_r2000m,cnt_leisure_arts_centre_r1500m,cnt_leisure_casino_r1500m,cnt_leisure_cinema_r1500m,cnt_leisure_community_centre_r1000m,cnt_leisure_events_venue_r1500m,cnt_leisure_food_court_r800m,cnt_leisure_music_venue_r1000m,cnt_leisure_nightclub_r800m,cnt_leisure_theatre_r1500m,cnt_nature_beach_r2500m,cnt_nature_hot_spring_r1500m,cnt_nature_peak_r2000m,cnt_nature_spring_r1500m,cnt_nature_wood_r1000m,cnt_park_amusement_arcade_r1000m,cnt_park_beach_resort_r2000m,cnt_park_bird_hide_r2000m,cnt_park_common_r700m,cnt_park_dog_park_r700m,cnt_park_fitness_centre_r800m,cnt_park_garden_r600m,cnt_park_ice_rink_r1500m,cnt_park_marina_r2000m,cnt_park_nature_reserve_r3000m,cnt_park_outdoor_seating_r500m,cnt_park_park_r700m,cnt_park_picnic_table_r500m,cnt_park_playground_r500m,cnt_park_sports_centre_r1000m,cnt_park_sports_hall_r1000m,cnt_park_stadium_r2000m,cnt_park_swimming_pool_r1000m,cnt_park_trampoline_park_r1500m,cnt_park_water_park_r2500m,cnt_retail_department_store_r1500m,cnt_retail_mall_r2000m,cnt_retail_supermarket_r600m,cnt_retail_wholesale_r2000m,cnt_service_atm_r400m,cnt_service_bank_r600m,cnt_service_fire_station_r1500m,cnt_service_library_r800m,cnt_service_police_r1000m,cnt_service_post_office_r800m,cnt_service_townhall_r1500m,cnt_tourism_aquarium_r2000m,cnt_tourism_attraction_r1500m,cnt_tourism_gallery_r1500m,cnt_tourism_hotel_r1000m,cnt_tourism_museum_r1500m,cnt_tourism_theme_park_r3000m,cnt_tourism_viewpoint_r1500m,cnt_tourism_zoo_r2500m,cnt_transport_bus_station_r600m,cnt_transport_bus_stop_r400m,cnt_transport_ferry_r1500m,cnt_transport_public_platform_r400m,cnt_transport_public_station_r600m,cnt_transport_public_stop_position_r400m,cnt_transport_railway_station_r1500m,cnt_transport_railway_stop_r800m,cnt_transport_railway_subway_entrance_r800m,cnt_transport_railway_train_station_entrance_r1500m,cnt_transport_railway_tram_stop_r600m,total_1km_group_community,total_1km_group_education,total_1km_group_employment,total_1km_group_food,total_1km_group_health,total_1km_group_historic,total_1km_group_leisure,total_1km_group_nature,total_1km_group_park,total_1km_group_retail,total_1km_group_service,total_1km_group_tourism,total_1km_group_transport,location_score
2091227,6600,חולון,Holon,66000706.0,שנקר,Shenkar,20.0,שניה,120,1000000,3221431737,דירה,דירה בבית קומות,4.0,אגרובנק,2011-02-24T00:00:00.000Z,7166,2,7,52262654,2.0,34.776466,32.026023,179026.4,659284.12,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,3,1,11,6,8,0,1,7,4,10,1,13,48.1
2100076,6600,חולון,Holon,66000706.0,שנקר,Shenkar,75.0,רביעית,84,1280000,3220619476,דירה,דירה בבית קומות,4.0,קרית עבודה,2011-02-22T00:00:00.000Z,7173,135,8,52508025,2.0,34.776039,32.018825,178982.9,658486.09,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,0,0,0,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,1,2,8,9,4,1,1,3,5,10,2,13,44.2
2092134,6600,חולון,Holon,66000706.0,שנקר,Shenkar,15.0,ראשונה,120,600000,3220097186,דירה,דירה בבית קומות,4.0,אגרובנק,2011-01-29T00:00:00.000Z,7167,229,3,52245805,2.0,34.777042,32.026516,179081.03,659338.57,0.421,921.9,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,2,0,0,0,2,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,1,3,1,6,5,8,0,1,7,4,8,1,12,41.0
2091355,6600,חולון,HOLON,66000706.0,שנקר,Shenkar,24.0,מקלט,50,1050000,3219567704,דירה,דירה בבית קומות,3.0,אגרובנק,2011-01-13T00:00:00.000Z,7166,4,9,53309417,2.0,34.77639,32.025725,179019.09,659251.1,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,0,3,3,1,11,7,8,0,1,7,4,11,1,15,50.0
2102021,6600,חולון,Holon,66000706.0,שנקר,Shenkar,66.0,ראשונה,81,1200000,3219021025,דירה,דירה בבית קומות,4.0,קרית עבודה,2010-12-26T00:00:00.000Z,7174,53,1,52453060,2.0,34.775465,32.019223,178928.85,658530.44,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,0,3,2,2,9,10,6,1,1,3,4,9,2,15,45.1
2102025,6600,חולון,Holon,66000706.0,שנקר,Shenkar,66.0,ראשונה,65,835000,3198611376,דירה,דירה בבית קומות,2.0,קרית עבודה,2010-12-05T00:00:00.000Z,7174,53,3,52453060,2.0,34.775465,32.019223,178928.85,658530.44,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,0,3,2,2,9,10,6,1,1,3,4,9,2,15,45.1
2092120,6600,חולון,HOLON,66000706.0,שנקר,Shenkar,11.0,שניה,60,800000,3198627384,דירה,דירה בבית קומות,3.0,אגרובנק,2010-11-30T00:00:00.000Z,7167,229,12,52245805,2.0,34.777042,32.026516,179081.03,659338.57,0.421,921.9,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,2,0,0,0,2,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,1,3,1,6,5,8,0,1,7,4,8,1,12,41.0
2097450,6600,חולון,Holon,66000706.0,שנקר,Shenkar,53.0,שלישית,75,833000,3198629791,דירה,דירה בבית קומות,3.0,קרית עבודה,2010-11-30T00:00:00.000Z,7170,26,28,53137375,2.0,34.776421,32.021551,179020.19,658788.24,0.421,921.9,7.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,5,0,2,10,10,8,1,1,5,3,11,1,13,42.4
2090365,6600,חולון,Holon,66000706.0,שנקר,Shenkar,32.0,רביעית,79,1240000,3198754404,דירה,דירה בבית קומות,4.0,אגרובנק,2010-11-29T00:00:00.000Z,7166,13,14,52261007,2.0,34.776251,32.024547,179005.44,659120.53,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,3,3,2,11,7,8,1,1,8,4,10,1,10,50.1
2100036,6600,חולון,Holon,66000706.0,שנקר,Shenkar,71.0,רביעית,38,570000,3198359395,דירה,דירה בבית קומות,2.0,קרית עבודה,2010-11-28T00:00:00.000Z,7173,131,10,52202204,2.0,34.776111,32.019154,178989.85,658522.55,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,1,2,9,10,5,1,1,3,5,10,2,13,44.8
2102029,6600,חולון,Holon,66000706.0,שנקר,Shenkar,66.0,שלישית,64,200000,3198407071,דירה,דירה בבית קומות,3.0,קרית עבודה,2010-11-23T00:00:00.000Z,7174,53,8,52453060,2.0,34.775465,32.019223,178928.85,658530.44,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,0,3,2,2,9,10,6,1,1,3,4,9,2,15,45.1
2097201,6600,חולון,Holon,66000706.0,שנקר,Shenkar,47.0,שלישית,65,820000,3198733553,בנין,משרד,,קרית עבודה,2010-11-21T00:00:00.000Z,7170,2,27,52485902,2.0,34.776538,32.022445,179031.63,658887.33,0.421,921.9,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,5,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4,0,2,11,9,8,1,1,6,3,10,1,12,41.6
2101983,6600,חולון,Holon,66000706.0,שנקר,Shenkar,60.0,רביעית,66,1030000,3197926599,דירה,דירה בבית קומות,3.5,קרית עבודה,2010-11-08T00:00:00.000Z,7174,48,11,52529283,2.0,34.775622,32.019677,178943.88,658580.73,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,3,0,2,9,10,6,1,1,4,4,10,2,14,43.4
2089818,6600,חולון,Holon,66000706.0,שנקר,Shenkar,10.0,שניה,50,770000,3197892872,דירה,דירה בבית קומות,3.0,אגרובנק,2010-11-07T00:00:00.000Z,7165,113,22,52356167,2.0,34.776388,32.026888,179019.41,659380.07,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,2,0,0,0,1,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,2,3,1,5,4,8,0,1,7,4,10,1,11,42.3
2090942,6600,חולון,Holon,66000706.0,שנקר,Shenkar,34.0,שמינית,96,1525000,3197462918,דירה,דירה בבית קומות,4.5,אגרובנק,2010-10-21T00:00:00.000Z,7166,227,30,52358972,2.0,34.776229,32.024294,179003.25,659092.48,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,2,1,2,11,7,8,1,1,8,4,10,1,9,46.2
2093668,6600,חולון,Holon,66000706.0,שנקר,Shenkar,39.0,שמינית,100,1230000,3197143019,דירה,דירה בבית קומות,4.0,אגרובנק,2010-10-11T00:00:00.000Z,7168,159,33,53280109,2.0,34.776778,32.023903,179054.95,659048.91,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,4,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,2,2,2,11,8,8,1,1,8,4,10,1,8,47.4
2089811,6600,חולון,Holon,66000706.0,שנקר,Shenkar,10.0,שניה,50,700000,3197191130,דירה,דירה בבית קומות,2.0,אגרובנק,2010-09-27T00:00:00.000Z,7165,113,13,52356167,2.0,34.776388,32.026888,179019.41,659380.07,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,2,0,0,0,1,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,2,3,1,5,4,8,0,1,7,4,10,1,11,42.3
2091331,6600,חולון,HOLON,66000706.0,שנקר,Shenkar,24.0,רביעית,42,585000,3196893010,דירה,דירה בבית קומות,1.5,אגרובנק,2010-09-22T00:00:00.000Z,7166,4,43,53309417,2.0,34.77639,32.025725,179019.09,659251.1,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,0,3,3,1,11,7,8,0,1,7,4,11,1,15,50.0
2090935,6600,חולון,Holon,66000706.0,שנקר,Shenkar,34.0,רביעית,94,1150000,3197603133,דירה,דירה בבית קומות,4.5,אגרובנק,2010-09-15T00:00:00.000Z,7166,227,17,52358972,2.0,34.776229,32.024294,179003.25,659092.48,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,2,1,2,11,7,8,1,1,8,4,10,1,9,46.2
2092095,6600,חולון,Holon,66000706.0,שנקר,Shenkar,5.0,שניה,64,775000,3196639463,דירה,דירה בבית קומות,3.0,אגרובנק,2010-09-15T00:00:00.000Z,7167,227,29,52233313,2.0,34.777423,32.027434,179117.43,659440.23,0.421,921.9,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,1,3,1,2,2,8,0,1,7,3,7,1,12,34.5
2102018,6600,חולון,Holon,66000706.0,שנקר,Shenkar,64.0,שלישית,68,1100000,3196613537,דירה,דירה בבית קומות,3.0,קרית עבודה,2010-09-07T00:00:00.000Z,7174,52,9,52502753,2.0,34.775552,32.019348,178937.12,658544.27,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,0,0,2,2,0,0,0,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,3,2,2,9,10,6,1,1,3,4,9,2,14,45.1
2091363,6600,חולון,Holon,66000706.0,שנקר,Shenkar,26.0,חמישית,50,680000,3196537006,דירה,דירה בבית קומות,1.5,אגרובנק,2010-09-06T00:00:00.000Z,7166,5,16,52325443,2.0,34.776425,32.02538,179022.25,659212.83,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,3,1,11,7,8,0,1,7,4,10,1,13,49.5
2097192,6600,חולון,Holon,66000706.0,שנקר,Shenkar,47.0,שניה,76,870000,3196378434,דירה,דירה בבית קומות,3.5,קרית עבודה,2010-08-20T00:00:00.000Z,7170,2,22,52485902,2.0,34.776538,32.022445,179031.63,658887.33,0.421,921.9,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,5,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4,0,2,11,9,8,1,1,6,3,10,1,12,41.6
2093701,6600,חולון,Holon,66000706.0,שנקר,Shenkar,39.0,רביעית,75,1360000,3196519577,דירה,דירה בבית קומות,4.0,אגרובנק,2010-08-19T00:00:00.000Z,7168,159,69,53280109,2.0,34.776778,32.023903,179054.95,659048.91,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,4,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,2,2,2,11,8,8,1,1,8,4,10,1,8,47.4
2100073,6600,חולון,Holon,66000706.0,שנקר,Shenkar,75.0,שלישית,84,1000000,3196214729,דירה,דירה בבית קומות,4.0,קרית עבודה,2010-08-18T00:00:00.000Z,7173,135,5,52508025,2.0,34.776039,32.018825,178982.9,658486.09,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,0,0,0,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,1,2,8,9,4,1,1,3,5,10,2,13,44.2
2092449,6600,חולון,HOLON,66000706.0,שנקר,Shenkar,21.0,שלישית,61,1000000,3196384118,דירה,דירה בבית קומות,3.0,אגרובנק,2010-07-27T00:00:00.000Z,7167,33,11,52228310,2.0,34.776945,32.025611,179071.47,659238.25,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,2,3,1,11,6,8,0,1,7,4,9,1,13,47.0
2101840,6600,חולון,Holon,66000706.0,שנקר,Shenkar,76.0,שישית,70,1100000,3194899608,דירה,דירה בבית קומות,3.0,קרית עבודה,2010-06-22T00:00:00.000Z,7174,193,17,52278493,2.0,34.775429,32.018392,178925.08,658438.31,0.421,921.9,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,2,2,0,0,0,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,1,2,8,9,4,1,1,3,5,10,2,13,44.5
2092113,6600,חולון,Holon,66000706.0,שנקר,Shenkar,5.0,קרקע,41,1265000,3194593339,דירה,דירה בבית קומות,2.0,אגרובנק,2010-06-13T00:00:00.000Z,7167,227,57,52233313,2.0,34.777423,32.027434,179117.43,659440.23,0.421,921.9,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,1,3,1,2,2,8,0,1,7,3,7,1,12,34.5
2092602,6600,חולון,Holon,66000706.0,שנקר,Shenkar,23.0,קרקע,24,265000,3194143578,בנין,חנות,,אגרובנק,2010-05-25T00:00:00.000Z,7167,45,2,52284008,2.0,34.776869,32.025349,179064.18,659209.23,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,0,0,1,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,2,3,2,11,7,8,0,1,7,4,10,1,13,49.0
2092447,6600,חולון,HOLON,66000706.0,שנקר,Shenkar,21.0,שלישית,72,1200000,3192698044,דירה,דירה בבית קומות,4.0,אגרובנק,2010-03-29T00:00:00.000Z,7167,33,10,52228310,2.0,34.776945,32.025611,179071.47,659238.25,0.421,921.9,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,2,0,0,0,3,1,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,2,3,1,11,6,8,0,1,7,4,9,1,13,47.0
