settlementNameHeb,neighborhood,streetNameHeb,houseNum,dealAmount,assetArea,assetRoomNum,floor_num,deal_year,deal_month,X,Y,E,N,socio_index_avg,socio_rank_avg
ראשון לציון,נווה חוף,,,671000,78,4.0,3.0,2004,2,175522.62,655997.56,34.739527,31.996255,0.763,1102.0
בת ים,אזור תעשיה,האורגים,12.0,300000,60,3.0,4.0,2025,7,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,1760000,55,3.0,3.0,2025,6,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,1230000,50,3.0,3.0,2021,2,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,994000,66,3.0,3.0,2019,12,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,388000,65,3.0,5.0,2014,12,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,650000,49,3.0,4.0,2010,3,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,119000,65,3.0,3.0,2010,1,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,570000,49,3.0,3.0,2009,4,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,132000,65,3.0,5.0,2007,6,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,12.0,342000,49,3.0,3.0,2006,5,176018.48,657489.49,34.744707,32.009728,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1500000,59,2.0,4.0,2025,7,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,200000,45,2.0,3.0,2025,2,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,2560000,93,4.0,0.0,2024,12,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2039000,86,4.0,5.0,2024,10,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1490000,41,2.5,4.0,2024,10,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1800000,58,3.0,4.0,2024,7,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,2080000,72,3.0,4.0,2024,4,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,2050000,62,3.0,3.0,2024,3,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2200000,85,4.0,6.0,2024,2,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,2200000,88,4.0,6.0,2024,2,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1368600,45,2.0,1.0,2023,12,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1411000,64,2.0,4.0,2023,9,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,2330000,103,5.0,5.0,2023,8,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2400000,115,5.0,7.0,2023,3,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,2975000,91,4.0,7.0,2022,11,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2320000,91,4.0,8.0,2022,11,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1555000,59,2.0,4.0,2022,11,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,2180000,99,4.0,0.0,2022,6,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,1720000,77,4.0,3.0,2022,5,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1385000,41,2.0,3.0,2022,5,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1830000,77,3.0,3.0,2022,4,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1375000,77,2.0,1.0,2022,2,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,1480000,72,3.0,3.0,2021,11,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,1590000,72,3.0,4.0,2021,8,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1200000,50,2.0,1.0,2021,7,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,2100000,97,4.0,4.0,2021,5,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1060000,59,2.0,4.0,2021,4,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,2000000,72,3.0,3.0,2021,4,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,1799000,91,3.0,3.0,2021,4,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,1799000,91,4.0,3.0,2021,4,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1100000,84,2.0,3.0,2021,3,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,2530000,135,5.0,3.0,2021,2,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,670000,64,3.0,1.0,2021,1,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2600000,90,4.0,8.0,2020,12,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,600000,42,2.5,1.0,2020,4,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,1760000,98,4.0,3.0,2020,3,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1200000,47,2.0,4.0,2020,3,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1340000,72,3.0,3.0,2020,2,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,1330000,52,3.0,3.0,2019,10,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,580000,58,3.0,3.0,2019,6,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2300000,120,5.0,7.0,2019,4,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,2600000,93,3.0,3.0,2018,11,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,2179000,89,4.0,7.0,2018,10,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,2450000,135,5.0,3.0,2018,9,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1300000,42,2.0,3.0,2018,8,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,473000,76,3.0,4.0,2018,8,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1200000,39,2.0,3.0,2018,2,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,2500000,120,5.0,7.0,2017,11,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1320000,72,2.5,3.0,2017,11,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1250000,58,3.0,3.0,2017,10,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1500000,100,3.0,1.0,2017,8,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1000000,45,2.5,3.0,2017,6,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1050000,41,2.5,4.0,2017,5,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1750000,105,5.0,5.0,2017,5,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1799000,103,5.0,5.0,2017,3,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,3300000,127,5.0,7.0,2017,2,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1720000,88,4.0,6.0,2016,11,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,616000,39,3.0,7.0,2016,11,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,500000,49,3.0,5.0,2016,10,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1013000,42,2.0,4.0,2016,9,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,950000,45,2.0,1.0,2016,9,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1100000,45,2.0,3.0,2016,9,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,1000000,39,2.0,3.0,2016,7,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,468000,89,3.0,7.0,2016,6,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,1294000,52,3.0,4.0,2016,5,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1750000,90,4.0,6.0,2016,5,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,700000,77,3.0,1.0,2016,5,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,1050000,78,2.0,3.0,2016,2,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1750000,91,4.0,6.0,2016,1,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1730000,88,4.0,6.0,2015,12,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,890000,41,2.5,3.0,2015,12,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1650000,102,5.0,4.0,2015,11,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1650000,102,5.0,1.0,2015,11,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,940000,75,3.0,3.0,2015,8,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,1100000,58,3.0,1.0,2015,8,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1225000,57,3.0,4.0,2015,7,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1730000,97,4.0,4.0,2015,6,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1740000,97,4.0,4.0,2015,6,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,1541000,83,4.0,6.0,2015,6,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,825000,58,2.5,1.0,2015,5,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1688000,96,3.0,4.0,2015,4,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,1520000,85,4.0,6.0,2015,3,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,6.0,1400000,86,4.0,5.0,2015,3,176081.19,657572.39,34.745367,32.010478,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1350000,52,3.0,7.0,2015,1,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1350000,52,3.0,4.0,2015,1,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1360000,52,3.0,4.0,2015,1,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1360000,52,3.0,4.0,2015,1,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1750000,100,5.0,4.0,2014,12,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,1750000,100,3.0,3.0,2014,12,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,325000,39,2.0,3.0,2014,10,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,350000,45,2.0,3.0,2014,10,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,1270000,88,3.5,3.0,2014,9,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,920000,52,3.0,3.0,2014,8,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,900000,58,3.0,3.0,2014,3,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,480000,48,2.0,1.0,2013,12,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,860000,52,3.0,4.0,2013,12,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,900000,58,3.5,1.0,2013,12,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,700000,52,2.0,3.0,2013,12,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,740000,44,2.0,3.0,2013,4,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,700000,40,2.0,4.0,2012,11,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,660000,42,2.0,3.0,2012,6,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,730000,40,2.0,3.0,2012,6,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,750000,58,3.0,4.0,2011,8,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,680000,58,3.0,4.0,2011,8,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,700000,58,3.0,4.0,2011,7,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,1200000,135,5.0,3.0,2011,2,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,1152000,135,5.0,3.0,2009,7,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,485000,40,2.0,4.0,2009,7,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,900000,42,2.0,1.0,2009,6,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,460000,40,2.0,4.0,2009,5,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,590000,52,3.0,1.0,2009,4,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,460000,58,3.0,4.0,2009,2,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,18.0,700000,85,4.0,3.0,2008,3,175958.98,657384.06,34.744082,32.008775,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,360000,39,2.0,3.0,2008,2,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,360000,39,2.0,3.0,2007,11,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,370000,42,2.0,3.0,2007,5,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,256000,42,2.0,4.0,2006,10,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,8.0,416000,52,3.0,1.0,2006,10,176058.41,657524.25,34.745128,32.010043,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,356000,52,3.0,3.0,2006,5,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,404000,52,3.5,4.0,2005,11,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,10.0,342000,52,3.0,4.0,2005,3,176043.09,657499.7,34.744967,32.009821,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,279000,40,2.0,3.0,2004,11,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,324000,39,2.0,3.0,2004,10,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,327000,45,2.0,1.0,2004,9,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,136000,54,2.0,1.0,2004,8,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,292000,42,2.0,4.0,2004,6,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,312000,63,3.0,3.0,2004,2,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,אזור תעשיה,האורגים,2.0,267000,42,2.0,3.0,2004,1,176130.14,657617.87,34.745883,32.01089,-0.115,605.6
בת ים,אזור תעשיה,האורגים,24.0,377000,58,3.0,3.0,2003,12,175896.21,657311.58,34.743421,32.008119,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,380000,42,2.0,1.0,2003,11,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,4.0,295000,40,2.0,4.0,2003,8,176105.27,657590.48,34.745621,32.010642,-0.115,605.6
בת ים,אזור תעשיה,האורגים,16.0,391000,52,3.0,3.0,2003,5,175976.45,657405.83,34.744266,32.008972,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,7.0,635000,37,2.0,5.0,2010,12,176476.77,657002.84,34.749579,32.005357,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,2000000,69,3.0,3.0,2025,8,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,2200000,96,4.0,4.0,2025,8,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,19.0,2350000,81,4.0,3.0,2025,6,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,2370000,100,4.0,4.0,2025,5,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,16.0,2143000,88,4.0,6.0,2025,4,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,2100000,81,3.5,1.0,2025,3,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,16.0,2200000,99,4.0,4.0,2025,2,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,16.0,2100000,88,4.0,5.0,2025,1,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,9.0,2083300,62,3.0,5.0,2024,12,176527.27,656988.77,34.750114,32.005232,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,9.0,2000000,62,3.0,5.0,2024,12,176527.27,656988.77,34.750114,32.005232,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,25.0,3125000,112,4.5,1.0,2024,9,176778.76,656932.82,34.752778,32.004737,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,23.0,2270000,69,3.0,3.0,2024,6,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,21.0,1999000,72,4.0,6.0,2023,6,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,23.0,1500000,82,4.0,7.0,2023,4,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,2063000,99,4.0,7.0,2023,2,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,21.0,2305000,65,3.0,5.0,2022,12,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1800000,64,3.0,5.0,2022,11,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,18.0,2740000,85,4.0,7.0,2022,10,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,25.0,2930000,112,4.5,9.0,2022,9,176778.76,656932.82,34.752778,32.004737,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,2280000,88,4.0,3.0,2022,6,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,16.0,1640000,92,4.0,3.0,2022,1,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1677000,69,3.0,3.0,2021,10,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1860000,81,4.0,3.0,2021,7,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,10.0,2000000,88,4.0,3.0,2021,4,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,1800000,85,4.0,3.0,2021,3,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1835000,81,4.0,4.0,2021,2,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,15.0,1930000,81,4.0,5.0,2021,2,176617.89,656966.65,34.751074,32.005036,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,19.0,1660000,70,3.0,3.0,2020,12,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,9.0,1700000,82,4.0,3.0,2020,12,176527.27,656988.77,34.750114,32.005232,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,25.0,2385000,132,5.0,9.0,2020,11,176778.76,656932.82,34.752778,32.004737,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,15.0,1750000,82,3.5,5.0,2020,11,176617.89,656966.65,34.751074,32.005036,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,9.0,1430000,62,3.0,1.0,2020,10,176527.27,656988.77,34.750114,32.005232,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,19.0,1400000,63,3.0,7.0,2020,3,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,10.0,1635000,90,3.5,3.0,2020,2,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1415000,64,3.0,5.0,2020,2,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,21.0,1400000,70,3.0,1.0,2019,9,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,18.0,1820000,94,4.0,4.0,2019,9,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,19.0,1650000,70,3.5,3.0,2019,6,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,18.0,265000,94,4.0,1.0,2019,6,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,9.0,1475000,70,3.0,4.0,2019,5,176527.27,656988.77,34.750114,32.005232,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,10.0,1620000,92,4.0,7.0,2019,4,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1380000,70,3.0,5.0,2019,3,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1865000,72,4.0,6.0,2019,2,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,21.0,1580000,60,3.0,3.0,2019,2,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,25.0,2480000,112,4.5,5.0,2019,1,176778.76,656932.82,34.752778,32.004737,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,16.0,1580000,105,4.0,3.0,2018,7,176746.69,656878.51,34.752441,32.004246,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,1540000,96,3.5,1.0,2018,7,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,17.0,1390000,65,3.0,3.0,2018,6,176666.06,656962.68,34.751584,32.005002,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,21.0,1410000,72,3.0,7.0,2018,6,176719.97,656951.37,34.752155,32.004902,-0.115,605.6
בת ים,רמת הנשיא,קרן היסוד,8.0,1570000,88,4.0,4.0,2018,2,176516.35,656931.37,34.750001,32.004714,-0.115,605.6
