settlementId,assetArea,dealAmount,assetRoomNum,X,Y,socio_index_avg,socio_rank_avg,socio_cluster_mode,cnt_community_place_of_worship_r500m,cnt_education_childcare_r500m,cnt_education_college_r1500m,cnt_education_cooking_school_r1000m,cnt_education_driving_school_r1000m,cnt_education_education_r1000m,cnt_education_flight_school_r2000m,cnt_education_kindergarten_r500m,cnt_education_language_school_r1000m,cnt_education_music_school_r800m,cnt_education_nursing_home_r1000m,cnt_education_prep_school_r800m,cnt_education_preschool_r500m,cnt_education_school_r800m,cnt_education_trade_school_r1500m,cnt_education_university_r2000m,cnt_employment_association_r1500m,cnt_employment_company_r1500m,cnt_employment_conference_centre_r2000m,cnt_employment_coworking_space_r1500m,cnt_employment_exhibition_centre_r2000m,cnt_employment_factory_r1000m,cnt_employment_landuse_commercial_r1500m,cnt_employment_landuse_industrial_r1000m,cnt_employment_landuse_retail_r1000m,cnt_employment_marketplace_r1000m,cnt_employment_office_r1500m,cnt_employment_social_centre_r1000m,cnt_food_bar_r500m,cnt_food_cafe_r500m,cnt_food_fast_food_r500m,cnt_food_ice_cream_r500m,cnt_food_pub_r500m,cnt_food_restaurant_r500m,cnt_health_clinic_r1000m,cnt_health_dentist_r800m,cnt_health_doctors_r800m,cnt_health_first_aid_r1000m,cnt_health_hospital_r2500m,cnt_health_pharmacy_r500m,cnt_health_social_facility_r1000m,cnt_health_veterinary_r1000m,cnt_historic_archaeological_site_r2000m,cnt_historic_castle_r2000m,cnt_historic_memorial_r1000m,cnt_historic_monument_r1000m,cnt_historic_ruins_r2000m,cnt_leisure_arts_centre_r1500m,cnt_leisure_casino_r1500m,cnt_leisure_cinema_r1500m,cnt_leisure_community_centre_r1000m,cnt_leisure_events_venue_r1500m,cnt_leisure_food_court_r800m,cnt_leisure_music_venue_r1000m,cnt_leisure_nightclub_r800m,cnt_leisure_theatre_r1500m,cnt_nature_beach_r2500m,cnt_nature_hot_spring_r1500m,cnt_nature_peak_r2000m,cnt_nature_spring_r1500m,cnt_nature_wood_r1000m,cnt_park_amusement_arcade_r1000m,cnt_park_beach_resort_r2000m,cnt_park_bird_hide_r2000m,cnt_park_common_r700m,cnt_park_dog_park_r700m,cnt_park_fitness_centre_r800m,cnt_park_garden_r600m,cnt_park_ice_rink_r1500m,cnt_park_marina_r2000m,cnt_park_nature_reserve_r3000m,cnt_park_outdoor_seating_r500m,cnt_park_park_r700m,cnt_park_picnic_table_r500m,cnt_park_playground_r500m,cnt_park_sports_centre_r1000m,cnt_park_sports_hall_r1000m,cnt_park_stadium_r2000m,cnt_park_swimming_pool_r1000m,cnt_park_trampoline_park_r1500m,cnt_park_water_park_r2500m,cnt_retail_department_store_r1500m,cnt_retail_mall_r2000m,cnt_retail_supermarket_r600m,cnt_retail_wholesale_r2000m,cnt_service_atm_r400m,cnt_service_bank_r600m,cnt_service_fire_station_r1500m,cnt_service_library_r800m,cnt_service_police_r1000m,cnt_service_post_office_r800m,cnt_service_townhall_r1500m,cnt_tourism_aquarium_r2000m,cnt_tourism_attraction_r1500m,cnt_tourism_gallery_r1500m,cnt_tourism_hotel_r1000m,cnt_tourism_museum_r1500m,cnt_tourism_theme_park_r3000m,cnt_tourism_viewpoint_r1500m,cnt_tourism_zoo_r2500m,cnt_transport_bus_station_r600m,cnt_transport_bus_stop_r400m,cnt_transport_ferry_r1500m,cnt_transport_public_platform_r400m,cnt_transport_public_station_r600m,cnt_transport_public_stop_position_r400m,cnt_transport_railway_station_r1500m,cnt_transport_railway_stop_r800m,cnt_transport_railway_subway_entrance_r800m,cnt_transport_railway_train_station_entrance_r1500m,cnt_transport_railway_tram_stop_r600m,total_1km_group_community,total_1km_group_education,total_1km_group_employment,total_1km_group_food,total_1km_group_health,total_1km_group_historic,total_1km_group_leisure,total_1km_group_nature,total_1km_group_park,total_1km_group_retail,total_1km_group_service,total_1km_group_tourism,total_1km_group_transport,location_score,deal_year,deal_month,floor_num,settlement_encoded,deal_nature_encoded,neighborhood_encoded,street_price_mean
5000,51,610000,2.0,179162.29,665985.46,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,35,0,6,14,5,2,4,20,2,1,1,0,2,2,0,2,3,0,4,0,1,0,0,2,2,2,0,0,1,6,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,10,0,0,3,0,2,1,2,1,0,5,1,12,1,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,6,35,51,10,8,13,2,5,11,9,21,12,84.0,2003,9,1.0,229,2,143,1742746.7048319327
5000,51,710000,2.0,179672.1,665792.95,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,43,0,4,9,6,1,0,4,4,0,1,0,2,2,0,1,3,0,3,0,1,0,0,2,2,1,0,0,1,5,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,9,0,3,2,1,1,0,2,1,0,3,1,1,1,0,3,0,0,12,0,0,0,0,3,0,0,2,0,0,5,43,24,10,7,11,2,10,10,10,9,17,92.3,2003,9,0.0,229,2,139,1742746.7048319327
5000,58,726000,3.0,179399.28,665871.97,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,39,0,5,9,5,0,0,5,3,1,1,0,2,2,0,2,3,0,3,0,1,0,0,2,2,2,0,0,1,5,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,10,0,4,3,0,2,0,2,1,0,4,1,10,1,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,6,39,24,11,7,12,2,9,11,12,18,9,88.9,2003,9,0.0,229,2,143,1742746.7048319327
5000,63,778000,3.0,180197.0,665713.95,1.064,1197.2,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,41,0,1,11,1,1,0,3,2,1,0,0,2,1,0,0,3,0,3,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,6,0,4,3,2,1,0,2,1,0,1,0,1,0,0,1,0,0,10,0,0,0,0,5,1,1,2,0,0,6,41,17,6,7,8,1,12,7,13,3,19,83.8,2003,8,3.0,229,2,141,1742746.7048319327
5000,74,1021000,4.0,180197.0,665713.95,1.064,1197.2,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,41,0,1,11,1,1,0,3,2,1,0,0,2,1,0,0,3,0,3,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,6,0,4,3,2,1,0,2,1,0,1,0,1,0,0,1,0,0,10,0,0,0,0,5,1,1,2,0,0,6,41,17,6,7,8,1,12,7,13,3,19,83.8,2003,8,3.0,229,2,141,1742746.7048319327
5000,69,719000,2.0,179880.36,665743.67,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,43,0,1,10,5,1,0,4,4,0,1,0,2,3,0,1,3,0,3,0,1,0,0,2,2,1,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,2,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,8,0,1,4,1,1,0,1,1,0,2,0,1,1,0,1,0,0,11,0,0,0,0,4,0,0,2,0,0,5,43,21,11,7,11,2,12,9,9,5,17,93.2,2003,7,3.0,229,2,139,1742746.7048319327
5000,50,754000,2.0,179232.09,665970.55,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,36,0,6,15,5,2,1,12,2,1,1,0,2,2,0,2,3,0,4,0,1,0,0,2,2,2,0,0,1,6,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,10,0,1,3,0,2,1,2,1,0,5,1,11,1,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,6,36,41,10,8,13,2,5,11,10,20,12,83.7,2003,7,3.0,229,2,143,1742746.7048319327
5000,75,676000,3.0,179061.31,665971.34,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,35,0,4,15,5,2,4,23,2,1,1,0,1,0,0,2,2,0,4,0,1,0,0,2,2,2,0,0,1,6,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,10,0,0,5,0,1,1,3,1,0,5,1,13,1,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,6,35,53,7,7,13,2,8,11,11,22,13,77.9,2003,6,3.0,229,2,143,1742746.7048319327
5000,63,664000,2.0,179672.1,665792.95,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,43,0,4,9,6,1,0,4,4,0,1,0,2,2,0,1,3,0,3,0,1,0,0,2,2,1,0,0,1,5,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,9,0,3,2,1,1,0,2,1,0,3,1,1,1,0,3,0,0,12,0,0,0,0,3,0,0,2,0,0,5,43,24,10,7,11,2,10,10,10,9,17,92.3,2003,5,1.0,229,2,139,1742746.7048319327
5000,51,615000,2.0,179162.29,665985.46,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,35,0,6,14,5,2,4,20,2,1,1,0,2,2,0,2,3,0,4,0,1,0,0,2,2,2,0,0,1,6,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,10,0,0,3,0,2,1,2,1,0,5,1,12,1,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,6,35,51,10,8,13,2,5,11,9,21,12,84.0,2002,12,3.0,229,2,143,1742746.7048319327
5000,125,2000000,5.0,180032.01,665701.28,1.064,1197.2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,41,0,1,10,1,1,0,4,3,1,0,0,2,1,0,0,3,0,3,0,1,0,0,2,3,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,3,2,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,8,0,3,3,2,1,0,2,1,0,2,0,1,1,0,1,0,0,10,0,0,0,0,5,0,0,2,0,0,5,41,17,7,7,12,2,12,9,12,5,17,89.2,2002,3,3.0,229,2,139,1742746.7048319327
9000,70,700000,3.0,182503.55,576013.09,-0.188,627.8,5.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,9,7.0,2023,2,3.0,25,2,426,1121600.0
9000,90,790000,4.0,182503.55,576013.09,-0.188,627.8,5.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,9,7.0,2011,9,1.0,25,2,426,1121600.0
9000,63,414000,3.0,182503.55,576013.09,-0.188,627.8,5.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,9,7.0,2008,3,3.0,25,2,426,1121600.0
3000,128,1750000,5.0,194042.86,692026.8,-0.626,516.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,4.7,2012,7,1.0,96,1,-1,1681469.9252580244
9400,132,3039000,5.0,188077.69,659921.06,0.975,1188.4,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,2,1,0,5,9.2,2020,7,13.0,91,2,-1,4083000.0
8300,175,1885000,5.0,179505.91,654976.54,0.763,1102.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,19,3,2,1,10,18.8,2009,5,3.0,207,2,275,3469400.0
8300,204,4950000,6.0,179397.27,655037.18,0.763,1102.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,20,4,2,1,9,21.0,2022,6,1.0,207,2,275,3469400.0
3000,62,2900000,3.0,220982.05,628990.01,-0.626,516.8,1.0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,4,0,1,0,1,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,6,4,9,8,3,4,1,6,3,3,4,17,49.8,2025,7,4.0,96,2,501,1911800.0
3000,70,2400000,3.0,220982.05,628990.01,-0.626,516.8,1.0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,4,0,1,0,1,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,6,4,9,8,3,4,1,6,3,3,4,17,49.8,2023,5,4.0,96,2,501,1911800.0
3000,85,1709000,4.0,220982.05,628990.01,-0.626,516.8,1.0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,4,0,1,0,1,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,6,4,9,8,3,4,1,6,3,3,4,17,49.8,2016,8,3.0,96,2,501,1911800.0
